Features;OoO-N-10;OoO-N-20;OoO-N-30;OoO-N-40;OoO-N-50;OoO-N-60;OoO-N-70;OoO-N-80;OoO-N-90;OoO-N-100;OoO-N-200;OoO-N-300;OoO-S1-10;OoO-S1-20;OoO-S1-30;OoO-S1-40;OoO-S1-50;OoO-S1-60;OoO-S1-70;OoO-S1-80;OoO-S1-90;OoO-S1-100;OoO-S1-200;OoO-S2-10;OoO-S2-20;OoO-S2-30;OoO-S2-40;OoO-S2-50;OoO-S2-60;OoO-S2-70;OoO-S2-80;OoO-S2-90;OoO-S2-100;OoO-S2-200;OoO-S2-300;OoO-S3-10;OoO-S3-20;OoO-S3-30;OoO-S3-40;OoO-S3-50;OoO-S3-60;OoO-S3-70;OoO-S3-80;OoO-S3-90;OoO-S3-100;OoO-S3-200;OoO-S3-300
system.mem_ctrls.dram.rank0.totalIdleTime;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
system.mem_ctrls.dram.rank0.pwrStateTime::IDLE;4,19313E+12;7,93836E+12;1,16836E+13;1,54288E+13;1,9174E+13;2,29193E+13;2,67747E+13;3,05199E+13;3,42651E+13;3,80103E+13;7,56829E+13;1,13245E+14;4,12301E+12;7,86824E+12;1,16135E+13;1,53587E+13;1,91039E+13;2,28491E+13;2,67045E+13;3,04498E+13;3,4195E+13;3,79402E+13;7,56128E+13;4,12931E+12;7,88152E+12;1,16337E+13;1,5386E+13;1,91382E+13;2,28904E+13;2,67528E+13;3,0505E+13;3,42572E+13;3,80094E+13;7,57518E+13;1,13883E+14;4,83045E+12;8,57567E+12;1,23209E+13;1,60661E+13;1,98113E+13;2,35566E+13;2,7412E+13;1,23209E+13;3,49024E+13;3,86476E+13;7,63202E+13;1,13883E+14
system.mem_ctrls.dram.rank0.pwrStateTime::REF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
system.mem_ctrls.dram.rank0.pwrStateTime::SREF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
system.mem_ctrls.dram.rank0.pwrStateTime::PRE_PDN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
system.mem_ctrls.dram.rank0.pwrStateTime::ACT;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
system.mem_ctrls.dram.rank0.pwrStateTime::ACT_PDN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
system.mem_ctrls.dram.rank1.actEnergy;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
system.mem_ctrls.dram.rank1.preEnergy;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
system.mem_ctrls.dram.rank1.readEnergy;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
system.mem_ctrls.dram.rank1.writeEnergy;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
system.mem_ctrls.dram.rank1.refreshEnergy;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
system.mem_ctrls.dram.rank1.actBackEnergy;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
system.mem_ctrls.dram.rank1.preBackEnergy;1,61016E+12;3,04833E+12;4,4865E+12;5,92466E+12;7,36283E+12;8,80099E+12;1,02815E+13;1,17196E+13;1,31578E+13;1,4596E+13;2,90622E+13;4,34862E+13;1,58324E+12;3,0214E+12;4,45957E+12;5,89773E+12;7,3359E+12;8,77407E+12;1,02545E+13;1,16927E+13;1,31309E+13;1,4569E+13;2,90353E+13;1,58565E+12;3,0265E+12;4,46735E+12;5,90821E+12;7,34906E+12;8,7899E+12;1,02731E+13;1,17139E+13;1,31548E+13;1,45956E+13;2,90887E+13;4,37309E+13;1,85489E+12;3,29306E+12;4,73122E+12;6,16939E+12;7,60756E+12;9,04572E+12;1,05262E+13;4,73122E+12;1,34025E+13;1,48407E+13;2,9307E+13;4,37309E+13
system.mem_ctrls.dram.rank1.actPowerDownEnergy;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
system.mem_ctrls.dram.rank1.prePowerDownEnergy;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
system.mem_ctrls.dram.rank1.selfRefreshEnergy;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
system.mem_ctrls.dram.rank1.totalEnergy;1,61016E+12;3,04833E+12;4,4865E+12;5,92466E+12;7,36283E+12;8,80099E+12;1,02815E+13;1,17196E+13;1,31578E+13;1,4596E+13;2,90622E+13;4,34862E+13;1,58324E+12;3,0214E+12;4,45957E+12;5,89773E+12;7,3359E+12;8,77407E+12;1,02545E+13;1,16927E+13;1,31309E+13;1,4569E+13;2,90353E+13;1,58565E+12;3,0265E+12;4,46735E+12;5,90821E+12;7,34906E+12;8,7899E+12;1,02731E+13;1,17139E+13;1,31548E+13;1,45956E+13;2,90887E+13;4,37309E+13;1,85489E+12;3,29306E+12;4,73122E+12;6,16939E+12;7,60756E+12;9,04572E+12;1,05262E+13;4,73122E+12;1,34025E+13;1,48407E+13;2,9307E+13;4,37309E+13
system.mem_ctrls.dram.rank1.averagePower;384;384;384;384;384;384;384;384;384;384;384;384;384;384;384;384;384;384;384;384;384;384;384;384;384;384;384;384;384;384;384;384;384;384;384;384;384;384;384;384;384;384;384;384;384;384;384
system.mem_ctrls.dram.rank1.totalIdleTime;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
system.mem_ctrls.dram.rank1.pwrStateTime::IDLE;4,19313E+12;7,93836E+12;1,16836E+13;1,54288E+13;1,9174E+13;2,29193E+13;2,67747E+13;3,05199E+13;3,42651E+13;3,80103E+13;7,56829E+13;1,13245E+14;4,12301E+12;7,86824E+12;1,16135E+13;1,53587E+13;1,91039E+13;2,28491E+13;2,67045E+13;3,04498E+13;3,4195E+13;3,79402E+13;7,56128E+13;4,12931E+12;7,88152E+12;1,16337E+13;1,5386E+13;1,91382E+13;2,28904E+13;2,67528E+13;3,0505E+13;3,42572E+13;3,80094E+13;7,57518E+13;1,13883E+14;4,83045E+12;8,57567E+12;1,23209E+13;1,60661E+13;1,98113E+13;2,35566E+13;2,7412E+13;1,23209E+13;3,49024E+13;3,86476E+13;7,63202E+13;1,13883E+14
system.mem_ctrls.dram.rank1.pwrStateTime::REF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
system.mem_ctrls.dram.rank1.pwrStateTime::SREF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
system.mem_ctrls.dram.rank1.pwrStateTime::PRE_PDN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
system.mem_ctrls.dram.rank1.pwrStateTime::ACT;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
system.mem_ctrls.dram.rank1.pwrStateTime::ACT_PDN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
system.mem_ctrls.power_state.pwrStateResidencyTicks::UNDEFINED;4,19313E+12;7,93836E+12;1,16836E+13;1,54288E+13;1,9174E+13;2,29193E+13;2,67747E+13;3,05199E+13;3,42651E+13;3,80103E+13;7,56829E+13;1,13245E+14;4,12301E+12;7,86824E+12;1,16135E+13;1,53587E+13;1,91039E+13;2,28491E+13;2,67045E+13;3,04498E+13;3,4195E+13;3,79402E+13;7,56128E+13;4,12931E+12;7,88152E+12;1,16337E+13;1,5386E+13;1,91382E+13;2,28904E+13;2,67528E+13;3,0505E+13;3,42572E+13;3,80094E+13;7,57518E+13;1,13883E+14;4,83045E+12;8,57567E+12;1,23209E+13;1,60661E+13;1,98113E+13;2,35566E+13;2,7412E+13;1,23209E+13;3,49024E+13;3,86476E+13;7,63202E+13;1,13883E+14
system.membus.transDist::ReadReq;7636400405;14549343136;21462286010;28375228817;35288171527;42201114383;49317894245;56230837086;63143779927;70056722747;1,39594E+11;2,08927E+11;7537761793;14450706302;21363645928;28276590933;35189532593;42102478095;49219255885;56132196598;63045140321;69958084149;1,39495E+11;7546607480;14469372119;21392135603;28314900020;35237665062;42160421654;49287021510;56209770093;63132526110;70055293155;1,3969E+11;2,09824E+11;8532886485;15445829216;22358772090;29271714897;36184657607;43097600463;50214380325;22358772090;64040266007;70953208828;1,4049E+11;2,09824E+11
system.membus.transDist::ReadResp;7636400405;14549343136;21462286010;28375228817;35288171527;42201114383;49317894245;56230837086;63143779927;70056722747;1,39594E+11;2,08927E+11;7537761793;14450706302;21363645928;28276590933;35189532593;42102478095;49219255885;56132196598;63045140321;69958084149;1,39495E+11;7546607480;14469372119;21392135603;28314900020;35237665062;42160421654;49287021510;56209770093;63132526110;70055293155;1,3969E+11;2,09824E+11;8532886485;15445829216;22358772090;29271714897;36184657607;43097600463;50214380325;22358772090;64040266007;70953208828;1,4049E+11;2,09824E+11
system.membus.transDist::WriteReq;668199153;1239723201;1811247252;2382771304;2954295350;3525819399;4108048779;4679572830;5251096881;5822620933;11559272109;17285217942;658164826;1229689068;1801212771;2372737061;2944260997;3515785300;4098014490;4669538291;5241062446;5812586592;11549237481;659062313;1231582756;1804103098;2376623534;2949144034;3521663592;4104889154;4677407863;5249927316;5822448020;11569046171;17376412512;759393723;1330917771;1902441822;2473965874;3045489920;3617013969;4199243349;1902441822;5342291451;5913815503;11650466679;17376412512
system.membus.transDist::WriteResp;668199153;1239723201;1811247252;2382771304;2954295350;3525819399;4108048779;4679572830;5251096881;5822620933;11559272109;17285217942;658164826;1229689068;1801212771;2372737061;2944260997;3515785300;4098014490;4669538291;5241062446;5812586592;11549237481;659062313;1231582756;1804103098;2376623534;2949144034;3521663592;4104889154;4677407863;5249927316;5822448020;11569046171;17376412512;759393723;1330917771;1902441822;2473965874;3045489920;3617013969;4199243349;1902441822;5342291451;5913815503;11650466679;17376412512
system.membus.transDist::LockedRMWReadReq;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12
system.membus.transDist::LockedRMWReadResp;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12
system.membus.transDist::LockedRMWWriteReq;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12
system.membus.transDist::LockedRMWWriteResp;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12
system.membus.pktCount_system.cpu.icache_port::system.mem_ctrls.port;13058687844;24898564994;36738442380;48578319654;60418196766;72258074120;84428399036;96268276368;1,08108E+11;1,19948E+11;2,39008E+11;3,57737E+11;12890621116;24730501260;36570373174;48410254150;60250129492;72090011316;84260332728;96100206484;1,0794E+11;1,1978E+11;2,3884E+11;12905696560;24762313070;36618927618;48475543738;60332160922;72188763876;84375824934;96232414396;1,08089E+11;1,19946E+11;2,39172E+11;3,59264E+11;14586180812;26426057962;38265935348;50105812622;61945689734;73785567088;85955892004;38265935348;1,09636E+11;1,21476E+11;2,40535E+11;3,59264E+11
system.membus.pktCount_system.cpu.icache_port::total;13058687844;24898564994;36738442380;48578319654;60418196766;72258074120;84428399036;96268276368;1,08108E+11;1,19948E+11;2,39008E+11;3,57737E+11;12890621116;24730501260;36570373174;48410254150;60250129492;72090011316;84260332728;96100206484;1,0794E+11;1,1978E+11;2,3884E+11;12905696560;24762313070;36618927618;48475543738;60332160922;72188763876;84375824934;96232414396;1,08089E+11;1,19946E+11;2,39172E+11;3,59264E+11;14586180812;26426057962;38265935348;50105812622;61945689734;73785567088;85955892004;38265935348;1,09636E+11;1,21476E+11;2,40535E+11;3,59264E+11
system.membus.pktCount_system.cpu.dcache_port::system.mem_ctrls.port;3550511320;6679567728;9808624192;12937680636;16066737036;19195793492;22423487060;25552543512;28681599964;31810656398;63298495214;94687696778;3501232170;6630289528;9759344272;12888401886;16017457736;19146515522;22374208070;25503263342;28632320284;31761377218;63249214618;3505643074;6639596728;9773549832;12907503418;16041457318;19175406664;22407996442;25541941564;28675890496;31809845436;63346573378;95135565112;3998379652;7127436060;10256492524;13385548968;16514605368;19643661824;22871355392;10256492524;29129468296;32258524732;63746363548;95135565112
system.membus.pktCount_system.cpu.dcache_port::total;3550511320;6679567728;9808624192;12937680636;16066737036;19195793492;22423487060;25552543512;28681599964;31810656398;63298495214;94687696778;3501232170;6630289528;9759344272;12888401886;16017457736;19146515522;22374208070;25503263342;28632320284;31761377218;63249214618;3505643074;6639596728;9773549832;12907503418;16041457318;19175406664;22407996442;25541941564;28675890496;31809845436;63346573378;95135565112;3998379652;7127436060;10256492524;13385548968;16514605368;19643661824;22871355392;10256492524;29129468296;32258524732;63746363548;95135565112
system.membus.pktCount::total;16609199164;31578132722;46547066572;61516000290;76484933802;91453867612;1,06852E+11;1,21821E+11;1,3679E+11;1,51759E+11;3,02306E+11;4,52425E+11;16391853286;31360790788;46329717446;61298656036;76267587228;91236526838;1,06635E+11;1,21603E+11;1,36572E+11;1,51541E+11;3,02089E+11;16411339634;31401909798;46392477450;61383047156;76373618240;91364170540;1,06784E+11;1,21774E+11;1,36765E+11;1,51755E+11;3,02519E+11;4,544E+11;18584560464;33553494022;48522427872;63491361590;78460295102;93429228912;1,08827E+11;48522427872;1,38765E+11;1,53734E+11;3,04282E+11;4,544E+11
system.membus.pktSize_system.cpu.icache_port::system.mem_ctrls.port;52234751376;99594259976;1,46954E+11;1,94313E+11;2,41673E+11;2,89032E+11;3,37714E+11;3,85073E+11;4,32433E+11;4,79792E+11;9,56031E+11;1,43095E+12;51562484464;98922005040;1,46281E+11;1,93641E+11;2,41001E+11;2,8836E+11;3,37041E+11;3,84401E+11;4,3176E+11;4,7912E+11;9,55359E+11;51622786240;99049252280;1,46476E+11;1,93902E+11;2,41329E+11;2,88755E+11;3,37503E+11;3,8493E+11;4,32356E+11;4,79783E+11;9,5669E+11;1,43706E+12;58344723248;1,05704E+11;1,53064E+11;2,00423E+11;2,47783E+11;2,95142E+11;3,43824E+11;1,53064E+11;4,38543E+11;4,85902E+11;9,62141E+11;1,43706E+12
system.membus.pktSize_system.cpu.icache_port::total;52234751376;99594259976;1,46954E+11;1,94313E+11;2,41673E+11;2,89032E+11;3,37714E+11;3,85073E+11;4,32433E+11;4,79792E+11;9,56031E+11;1,43095E+12;51562484464;98922005040;1,46281E+11;1,93641E+11;2,41001E+11;2,8836E+11;3,37041E+11;3,84401E+11;4,3176E+11;4,7912E+11;9,55359E+11;51622786240;99049252280;1,46476E+11;1,93902E+11;2,41329E+11;2,88755E+11;3,37503E+11;3,8493E+11;4,32356E+11;4,79783E+11;9,5669E+11;1,43706E+12;58344723248;1,05704E+11;1,53064E+11;2,00423E+11;2,47783E+11;2,95142E+11;3,43824E+11;1,53064E+11;4,38543E+11;4,85902E+11;9,62141E+11;1,43706E+12
system.membus.pktSize_system.cpu.dcache_port::system.mem_ctrls.port;14043961008;26508186608;38972412360;51436638080;63900863651;76365089403;89218654262;1,01683E+11;1,14147E+11;1,26611E+11;2,52032E+11;3,77064E+11;13886478726;26350708042;38814927166;51279157434;63743380925;76207611337;89061172770;1,01525E+11;1,1399E+11;1,26454E+11;2,51875E+11;13900502581;26380294165;38860084120;51339875752;63819668501;76299443288;89168570015;1,01648E+11;1,14128E+11;1,26608E+11;2,52184E+11;3,78495E+11;15475106558;27939332158;40403557910;52867783630;65332009201;77796234953;90649799812;40403557910;1,15578E+11;1,28042E+11;2,53463E+11;3,78495E+11
system.membus.pktSize_system.cpu.dcache_port::total;14043961008;26508186608;38972412360;51436638080;63900863651;76365089403;89218654262;1,01683E+11;1,14147E+11;1,26611E+11;2,52032E+11;3,77064E+11;13886478726;26350708042;38814927166;51279157434;63743380925;76207611337;89061172770;1,01525E+11;1,1399E+11;1,26454E+11;2,51875E+11;13900502581;26380294165;38860084120;51339875752;63819668501;76299443288;89168570015;1,01648E+11;1,14128E+11;1,26608E+11;2,52184E+11;3,78495E+11;15475106558;27939332158;40403557910;52867783630;65332009201;77796234953;90649799812;40403557910;1,15578E+11;1,28042E+11;2,53463E+11;3,78495E+11
system.membus.pktSize::total;66278712384;1,26102E+11;1,85926E+11;2,4575E+11;3,05574E+11;3,65397E+11;4,26932E+11;4,86756E+11;5,4658E+11;6,06403E+11;1,20806E+12;1,80801E+12;65448963190;1,25273E+11;1,85096E+11;2,4492E+11;3,04744E+11;3,64568E+11;4,26103E+11;4,85926E+11;5,4575E+11;6,05574E+11;1,20723E+12;65523288821;1,2543E+11;1,85336E+11;2,45242E+11;3,05148E+11;3,65054E+11;4,26672E+11;4,86578E+11;5,46484E+11;6,0639E+11;1,20887E+12;1,81555E+12;73819829806;1,33644E+11;1,93467E+11;2,53291E+11;3,13115E+11;3,72939E+11;4,34473E+11;1,93467E+11;5,54121E+11;6,13945E+11;1,2156E+12;1,81555E+12
system.membus.snoops;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
system.membus.snoopTraffic;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
system.membus.snoopFanout::samples;8304599582;15789066361;23273533286;30758000145;38242466901;45726933806;53425943048;60910409940;68394876832;75879343704;1,51153E+11;2,26212E+11;8195926643;15680395394;23164858723;30649328018;38133793614;45618263419;53317270399;60801734913;68286202791;75770670765;1,51044E+11;8205669817;15700954899;23196238725;30691523578;38186809120;45682085270;53391910688;60887177980;68382453450;75877741199;1,5126E+11;2,272E+11;9292280232;16776747011;24261213936;31745680795;39230147551;46714614456;54413623698;24261213936;69382557482;76867024355;1,52141E+11;2,272E+11
system.membus.snoopFanout::mean;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
system.membus.snoopFanout::stdev;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
system.membus.snoopFanout::underflows;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
system.membus.snoopFanout::0;8304599582;15789066361;23273533286;30758000145;38242466901;45726933806;53425943048;60910409940;68394876832;75879343704;1,51153E+11;2,26212E+11;8195926643;15680395394;23164858723;30649328018;38133793614;45618263419;53317270399;60801734913;68286202791;75770670765;1,51044E+11;8205669817;15700954899;23196238725;30691523578;38186809120;45682085270;53391910688;60887177980;68382453450;75877741199;1,5126E+11;2,272E+11;9292280232;16776747011;24261213936;31745680795;39230147551;46714614456;54413623698;24261213936;69382557482;76867024355;1,52141E+11;2,272E+11
system.membus.snoopFanout::1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
system.membus.snoopFanout::overflows;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
system.membus.snoopFanout::min_value;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
system.membus.snoopFanout::max_value;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
system.membus.snoopFanout::total;8304599582;15789066361;23273533286;30758000145;38242466901;45726933806;53425943048;60910409940;68394876832;75879343704;1,51153E+11;2,26212E+11;8195926643;15680395394;23164858723;30649328018;38133793614;45618263419;53317270399;60801734913;68286202791;75770670765;1,51044E+11;8205669817;15700954899;23196238725;30691523578;38186809120;45682085270;53391910688;60887177980;68382453450;75877741199;1,5126E+11;2,272E+11;9292280232;16776747011;24261213936;31745680795;39230147551;46714614456;54413623698;24261213936;69382557482;76867024355;1,52141E+11;2,272E+11
system.membus.power_state.pwrStateResidencyTicks::UNDEFINED;4,19313E+12;7,93836E+12;1,16836E+13;1,54288E+13;1,9174E+13;2,29193E+13;2,67747E+13;3,05199E+13;3,42651E+13;3,80103E+13;7,56829E+13;1,13245E+14;4,12301E+12;7,86824E+12;1,16135E+13;1,53587E+13;1,91039E+13;2,28491E+13;2,67045E+13;3,04498E+13;3,4195E+13;3,79402E+13;7,56128E+13;4,12931E+12;7,88152E+12;1,16337E+13;1,5386E+13;1,91382E+13;2,28904E+13;2,67528E+13;3,0505E+13;3,42572E+13;3,80094E+13;7,57518E+13;1,13883E+14;4,83045E+12;8,57567E+12;1,23209E+13;1,60661E+13;1,98113E+13;2,35566E+13;2,7412E+13;1,23209E+13;3,49024E+13;3,86476E+13;7,63202E+13;1,13883E+14
system.membus.snoop_filter.totRequests;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
system.membus.snoop_filter.hitSingleRequests;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
system.membus.snoop_filter.hitMultiRequests;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
system.membus.snoop_filter.totSnoops;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
system.membus.snoop_filter.hitSingleSnoops;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
system.membus.snoop_filter.hitMultiSnoops;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
system.voltage_domain.voltage;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
system.workload.inst.arm;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
system.workload.inst.quiesce;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
